,SPY_BuyHold,Momentum_Top5,EqualWeight_All,A_Top5_MultiFactor,B_Top10_MultiFactor,C_Top5_VIX_Filter,D_Top5_Regime_Filter
2015-03-31,-0.015705684666528996,-0.018596870694714142,-0.020858755422988238,-0.002177340035844888,-0.00894366499789937,-0.002177340035844888,-0.002177340035844888
2015-04-30,0.009833815536024915,0.014747821267678263,0.02594405165053765,0.001194369009158125,0.007070590590259318,0.001194369009158125,0.001194369009158125
2015-05-31,0.012856357570702803,0.05051215397144326,0.017665511310879643,0.005453533565100632,0.005420611305696954,0.005453533565100632,0.005453533565100632
2015-06-30,-0.020312173198664518,-0.022873404050713274,-0.015367150700285147,-0.009735668948842525,0.0010283395983437305,-0.009735668948842525,-0.009735668948842525
2015-07-31,0.0225893597258211,0.042945922152087854,-0.0004887173408057012,0.010187819760612315,0.01561073690580631,0.010187819760612315,0.010187819760612315
2015-08-31,-0.060949935504292396,-0.08029386653703123,-0.045018915571144506,-0.051422137553783706,-0.05952705078446656,-0.051422137553783706,-0.051422137553783706
2015-09-30,-0.02551622144487664,-0.005293438912567261,-0.03241469438837971,-0.03171665665072092,-0.04058394848417439,-0.01585832832536046,-0.01719802076621222
2015-10-31,0.08505952852373388,0.050156932331511105,0.06561322892707323,0.038872107925677676,0.0420373555387788,0.038872107925677676,0.024579434641770113
2015-11-30,0.0036551722756337224,0.058181678621609126,0.007551386904064494,0.006839398660006624,0.02475414680873166,0.006839398660006624,0.006839398660006624
2015-12-31,-0.017282544513751552,0.02050334251801984,-0.007320851905556355,-0.016131482359502236,-0.008043695415888629,-0.016131482359502236,-0.016131482359502236
2016-01-31,-0.04978651178357818,-0.03974907849204945,-0.07083808625918339,-0.01405206958512475,-0.019696417601239302,-0.01405206958512475,0.0004841342836151119
2016-02-29,-0.0008262982738813651,-0.026088896579257927,-0.00461379689197105,0.002136126046264719,0.00968863506047014,0.002136126046264719,0.010235170925047022
2016-03-31,0.06726659650980471,0.1376401374689158,0.08412665685373102,0.022731378150847713,0.08045793720468372,0.022731378150847713,0.002722833824388993
2016-04-30,0.0039410549052105726,0.023924796630144952,0.023810998112192696,-0.024509394539311356,-0.020222331228852697,-0.024509394539311356,-0.024509394539311356
2016-05-31,0.01701167405699522,0.12048144742177151,0.031832698375397914,-0.006102677594492944,0.0015070707218702295,-0.006102677594492944,-0.006102677594492944
2016-06-30,0.0034757292608347257,0.032949085893485594,0.00868780875134279,0.045249069805394226,0.03707613168109377,0.045249069805394226,0.045249069805394226
2016-07-31,0.03647116294851571,0.15633505572528644,0.06040247145598605,0.008602405096500365,0.01641189536411517,0.008602405096500365,0.008602405096500365
2016-08-31,0.0011979472156404825,0.0022883465068481044,0.011834765092307482,0.03313235221264745,0.021110968490882065,0.03313235221264745,0.03313235221264745
2016-09-30,5.7788742064524e-05,0.037492708290822005,0.014483826962607941,0.04188116433106528,0.03364294807546879,0.04188116433106528,0.04188116433106528
2016-10-31,-0.017337096187614254,-0.025744309261003528,-0.011825607008524251,-0.03328170547790084,-0.025918894470823916,-0.03328170547790084,-0.03328170547790084
2016-11-30,0.03683823103155914,0.13358913457541274,0.03317250907703844,-0.006448969291010886,-0.003339715514977237,-0.006448969291010886,-0.006448969291010886
2016-12-31,0.020272008048628276,0.08273407561612642,0.023850135749978796,0.01267025916231428,0.008300673466005094,0.01267025916231428,0.01267025916231428
2017-01-31,0.01789459765245316,0.036456087628011204,0.03790909457769328,0.03450599496529576,0.027941466117750967,0.03450599496529576,0.03450599496529576
2017-02-28,0.039291590965885526,0.1195141842149949,0.039954423341003825,0.011658780073220187,0.027870670790592966,0.011658780073220187,0.011658780073220187
2017-03-31,0.0012500178882770552,0.03936901793149705,0.015876853816163522,-0.0057659649219347076,0.0018090712602945702,-0.0057659649219347076,-0.0057659649219347076
2017-04-30,0.009925871964157285,0.0018935405941560735,0.009857266438938944,0.0175851461041725,0.018343215808958157,0.0175851461041725,0.0175851461041725
2017-05-31,0.014113141742397861,0.09051147036274476,0.01916081119262992,0.0031334433228668913,0.0015019952164900042,0.0031334433228668913,0.0031334433228668913
2017-06-30,0.006374895643945999,0.015334858322241286,0.011362293952785532,0.0008284016573948616,-0.00022740544493913273,0.0008284016573948616,0.0008284016573948616
2017-07-31,0.02055403721522331,0.019394099413764087,0.021637588584869704,0.029823517845561143,0.029088404109527212,0.029823517845561143,0.029823517845561143
2017-08-31,0.0029178056346557124,0.06946402006832744,0.02518362747316173,0.005664891718071363,0.021493295768656284,0.005664891718071363,0.005664891718071363
2017-09-30,0.020149576847172668,0.017554207162230127,0.00816294739980577,0.008414462629721897,0.008680691486561032,0.008414462629721897,0.008414462629721897
2017-10-31,0.023563929722258736,0.0369606464911002,0.030363723294997483,0.010389260651782917,0.03675714186224862,0.010389260651782917,0.010389260651782917
2017-11-30,0.03056622220828631,0.037722323973101116,0.015357694179366992,0.01698029555665892,0.007426274790959286,0.01698029555665892,0.01698029555665892
2017-12-31,0.01212753650709919,0.004238507324659402,0.00882523663372186,0.039873780381898635,0.022506201944043423,0.039873780381898635,0.039873780381898635
2018-01-31,0.056359291984600546,0.13207558336851646,0.08038256757112111,0.03828079538625469,0.04415575879167022,0.03828079538625469,0.03828079538625469
2018-02-28,-0.036360423763875827,0.015106639366221386,-0.03184992961213798,-0.020769900828773124,-0.0182772962396901,-0.020769900828773124,-0.020769900828773124
2018-03-31,-0.027410702358038108,-0.041693243212327744,-0.03427430458882328,-0.0009938820427983109,-0.017196666649549563,-0.0009938820427983109,-0.0009938820427983109
2018-04-30,0.005168381553391166,0.03692044019151188,0.009007547607466089,-0.0029983901453643604,0.004583170793686375,-0.0029983901453643604,-0.0029983901453643604
2018-05-31,0.024309149266361185,0.009990451527083489,0.037951720976087164,0.017817161475603284,0.02156133515191395,0.017817161475603284,0.017817161475603284
2018-06-30,0.005750683426342329,0.021275527176055097,0.003321578314846969,0.005281736693524009,-0.0001863397231029129,0.005281736693524009,0.005281736693524009
2018-07-31,0.037046436470377975,0.04814784138888797,0.01458320640412349,0.020354371117893243,0.02527605511901402,0.020354371117893243,0.020354371117893243
2018-08-31,0.03191995259671199,0.1598100891297697,0.046569684333898256,0.06237634592820877,0.07347308315913836,0.06237634592820877,0.06237634592820877
2018-09-30,0.005945494476838453,0.036960727410864626,0.0010438855305915913,-0.004723563825124777,0.00270219285661244,-0.004723563825124777,-0.004723563825124777
2018-10-31,-0.06910402162864304,-0.19180560953783782,-0.07525098844440685,-0.09139059552414089,-0.08845279075037632,-0.09139059552414089,-0.09139059552414089
2018-11-30,0.018549326686336354,0.09358787289394468,0.017872972396865364,0.02842952511411472,0.04479115371299125,0.02842952511411472,0.016358873427052712
2018-12-31,-0.08804868802857924,-0.14200864993953793,-0.07386410917014613,-0.07981812732188834,-0.06446951340733209,-0.07981812732188834,-0.07981812732188834
2019-01-31,0.08006589016350874,0.09101462605759951,0.08222237791822981,0.01510123726087036,0.03813981715541896,0.00755061863043518,0.007069019414253331
2019-02-28,0.0324158720389085,0.011468079582261792,0.033608068714013076,-0.0054958286683655985,0.00025684055810137885,-0.0054958286683655985,-0.004571642369565943
2019-03-31,0.01810058306668272,0.0216983937886994,0.02494645231169279,0.008909356266511969,-0.0011366294964016866,0.008909356266511969,0.008909356266511969
2019-04-30,0.04085226278549059,0.013648251456128047,0.02519212949239232,-0.0020978902327107194,0.023963649840838663,-0.0020978902327107194,-0.0020978902327107194
2019-05-31,-0.063771509005774,-0.13436004302082183,-0.08494977413373933,-0.04302202002555107,-0.03128552902141048,-0.04302202002555107,-0.04302202002555107
2019-06-30,0.06958689578887456,0.0641167471636249,0.08068360259749974,0.05588637343044241,0.059923403250099684,0.05588637343044241,0.021152836420270014
2019-07-31,0.015118867573788775,0.010977084684938498,0.009346595215804573,0.037316534292521505,0.02189882059442143,0.037316534292521505,0.037316534292521505
2019-08-31,-0.016742898347221535,-0.031038414799657764,-0.023355002430797647,-0.00896728987248594,-0.004689798268004397,-0.00896728987248594,-0.00896728987248594
2019-09-30,0.019457988791247383,-0.019058318674873665,0.01225543239981978,-0.013051853451786565,-0.007946772476912379,-0.013051853451786565,-0.013051853451786565
2019-10-31,0.02210454333140044,0.04384377454174922,0.04460947086439702,0.01104109925610013,0.023072525975197534,0.01104109925610013,0.01104109925610013
2019-11-30,0.03619822435754072,0.0375814987484969,0.024975911611680193,0.0036296502153531527,0.01125622417034966,0.0036296502153531527,0.0036296502153531527
2019-12-31,0.029055328103842815,0.14072562352086485,0.04126010292913744,0.031275946295402826,0.03368365781616598,0.031275946295402826,0.031275946295402826
2020-01-31,-0.00040363730916603835,0.12233506745690799,0.004714228818475836,0.020108152307155923,0.012548676856736862,0.020108152307155923,0.020108152307155923
2020-02-29,-0.07916618188548341,-0.004597495516058881,-0.054732580056594184,-0.05926998923114661,-0.03024650819616298,-0.05926998923114661,-0.05926998923114661
2020-03-31,-0.12487092388707899,-0.09531448547204897,-0.11081732118511016,-0.06822254754673444,-0.07031092901626458,-0.03411127377336722,-0.016021361737056716
2020-04-30,0.12698352346856612,0.18408735355541314,0.11272271633557021,0.10236013502931147,0.1126127497551539,0.05118006751465574,0.017232761024049893
2020-05-31,0.04764517021367043,0.08641890379606099,0.05472295060959756,0.003859010721878753,0.03716963925004137,0.0019295053609393765,0.00157397145292677
2020-06-30,0.017734533796955887,0.12127563845547926,0.03608315289247212,0.03636369829525665,0.01399302600193687,0.018181849147628326,0.03636369829525665
2020-07-31,0.0588919066294189,0.144830603635795,0.08251683397073777,0.038337749222597896,0.06393323232716122,0.019168874611298948,0.038337749222597896
2020-08-31,0.06979711266237798,0.2901948969487455,0.09394069024817059,-0.009168969989503829,0.03397671024105201,-0.009168969989503829,-0.009168969989503829
2020-09-30,-0.037443788219622576,-0.06937117977079381,-0.0474940458742619,-0.0040584012487966835,-0.014733631027222027,-0.0020292006243983417,-0.0040584012487966835
2020-10-31,-0.024933660529949053,-0.04093331431323923,-0.015333925718312722,0.010567632372715519,0.004700553331242463,0.005283816186357759,0.010567632372715519
2020-11-30,0.10877702971658865,0.19598307941746756,0.14753778689015049,0.11786728450939017,0.09877303714486962,0.058933642254695086,0.11786728450939017
2020-12-31,0.037048116839896394,0.1262555544884421,0.054404749015600745,0.041628653070028186,0.03090462524559916,0.041628653070028186,0.041628653070028186
2021-01-31,-0.010190274002153,0.1458714684541355,0.02791906891494326,0.014809235744432048,0.0018880693618298471,0.014809235744432048,0.014809235744432048
2021-02-28,0.027805453084774445,0.06069475741463239,0.03192746564454935,0.010203911144687262,0.01923609431583879,0.005101955572343631,0.010203911144687262
2021-03-31,0.045399423387785465,-0.028942550334611083,0.004770903254478583,0.04994244581122265,0.03652086771228051,0.024971222905611323,0.04994244581122265
2021-04-30,0.05291033436712156,0.04536899896526838,0.04771852510476686,0.019844110221493926,0.028916059350943525,0.019844110221493926,0.019844110221493926
2021-05-31,0.006566094877794804,-0.06459579179455532,0.0032288405261970514,0.034156900088108386,0.02482628643862731,0.034156900088108386,0.034156900088108386
2021-06-30,0.022427511353666718,-0.0031462013489137242,0.05235773924665375,-0.04165025519667161,0.025320900732242035,-0.04165025519667161,-0.04165025519667161
2021-07-31,0.0244124422101204,-0.00022358622078015865,0.00812401067447851,0.0023296676723885803,0.02039624584182671,0.0023296676723885803,0.0023296676723885803
2021-08-31,0.029759719325045175,0.03883418506339935,0.03435954865008425,0.022775924790582703,0.01986932342048995,0.022775924790582703,0.022775924790582703
2021-09-30,-0.046605399138025305,0.005934689933432158,-0.031442462392510605,-0.03563384372302132,-0.0387542054052238,-0.03563384372302132,-0.03563384372302132
2021-10-31,0.07016382563962442,0.10363614192426795,0.07762425987948732,0.11370394697818438,0.08515021711441798,0.11370394697818438,0.11370394697818438
2021-11-30,-0.008035091080885293,0.055622539577303474,-0.003877261808903947,0.004208187715007794,0.00259717603947176,0.004208187715007794,0.004208187715007794
2021-12-31,0.046247789166566244,-0.07091650094043911,0.006768693774801952,0.029687992361279548,0.0048674506288360455,0.014843996180639774,0.029687992361279548
2022-01-31,-0.05274115145927072,-0.14837292138494765,-0.05136977457428931,-0.02355029883470927,-0.04879900944622666,-0.02355029883470927,-0.02355029883470927
2022-02-28,-0.029517127595334425,0.012622802363803486,-0.012747189719373019,0.00892063690809013,-0.0058247190754033284,0.00892063690809013,0.00892063690809013
2022-03-31,0.03759043882493929,0.12827053422639434,0.039197267446035626,0.06277488411659901,0.043314909059898356,0.031387442058299506,0.01672757441430439
2022-04-30,-0.08776915576052735,-0.09128823680706748,-0.10949264215987736,-0.050428223384809436,-0.0835850433309604,-0.050428223384809436,-0.050428223384809436
2022-05-31,0.0022573811022454926,0.04964605439495797,-0.008502045623296615,-0.004194169470761211,0.017405731706532358,-0.0020970847353806053,0.0051363293028444
2022-06-30,-0.08246052969983242,-0.17996903902297715,-0.09561341854610547,-0.10853245149607424,-0.09286890901513317,-0.05426622574803712,-0.054946407969488686
2022-07-31,0.09208746343013763,0.11034915982859386,0.1211787228023121,0.014560235294051437,0.037836925629235664,0.007280117647025719,-0.0051979004655812065
2022-08-31,-0.04080186552662257,0.0006593429613068524,-0.04837052421911144,-0.05437983369828929,-0.0418650957502963,-0.05437983369828929,-0.01702014129202504
2022-09-30,-0.09244604817925062,-0.13046085579803995,-0.09338906949387554,-0.06654325357771566,-0.06932334176800797,-0.03327162678885783,-0.027854191101190206
2022-10-31,0.08127567349793186,0.049969804851397015,0.03550018579086016,-0.028316989606479215,-0.006146895276402109,-0.014158494803239607,-0.005254167522817122
2022-11-30,0.05559154192874005,0.038153783617011695,0.07393340574398817,0.04887703620839483,0.04762746235667779,0.024438518104197414,0.026577130141455508
2022-12-31,-0.05762839473229031,-0.04482665191456827,-0.0747256378984185,-0.02155468061547685,-0.043717858064017324,-0.02155468061547685,-0.02155468061547685
2023-01-31,0.06288752290997679,0.06192904150796881,0.11206554326275298,0.04261895139150025,0.051225311297388686,0.04261895139150025,0.028921680363611202
2023-02-28,-0.02514267656877056,-0.07036257750924768,-0.008843058315811468,-0.027252690237634703,-0.03162991587888404,-0.027252690237634703,-0.027252690237634703
2023-03-31,0.03707774554924126,0.115903174469589,0.053910172275574764,0.015689845687292547,0.04099293877529207,0.015689845687292547,0.015689845687292547
2023-04-30,0.015975065829192836,0.004502409311419808,0.0016576732712057566,0.011062286659920262,0.0003107505803999544,0.011062286659920262,0.011062286659920262
2023-05-31,0.0046161307261942675,0.11610767864648588,0.06507446426924829,-0.02848036550351174,0.028094907353033438,-0.02848036550351174,-0.02848036550351174
2023-06-30,0.06479981580356386,0.06866069256717641,0.05840738613618218,0.01270845136889227,0.03687634408473125,0.01270845136889227,0.01270845136889227
2023-07-31,0.03273316768215451,0.16188618409174177,0.05455459860307804,0.011051679406614912,0.017481034168966215,0.011051679406614912,0.011051679406614912
2023-08-31,-0.016251864424745355,-0.08331355786482172,-0.023020944094304285,-0.01498440015895961,-0.00984157953467325,-0.01498440015895961,-0.01498440015895961
2023-09-30,-0.04743448186401067,-0.034210397854459076,-0.04325261816190578,-0.03058140924479511,-0.03324135301430405,-0.03058140924479511,-0.03058140924479511
2023-10-31,-0.021708562083937344,-0.03413261089401829,-0.016658845381382,-0.02757340006085378,-0.029677964660901234,-0.02757340006085378,-0.02757340006085378
2023-11-30,0.09134375414821427,0.17529758559945394,0.08999681856442948,0.06872191909351581,0.08654213817026453,0.06872191909351581,0.02180849369512221
2023-12-31,0.04565538791339052,0.06356315809873854,0.049409197384377275,0.0075073279977023065,0.021700983549988728,0.0075073279977023065,0.0075073279977023065
2024-01-31,0.015926345684363463,0.03776285777605846,0.0032635912912235,0.005716698057061898,0.015502864274779515,0.005716698057061898,0.005716698057061898
2024-02-29,0.052186909820852945,0.17331681378497862,0.09297518526592814,0.012584441563709747,0.026521512945287106,0.012584441563709747,0.012584441563709747
2024-03-31,0.03270173622781991,0.13086472796937956,0.042248568665741865,0.022012473011907296,0.028309065968523894,0.022012473011907296,0.022012473011907296
2024-04-30,-0.04031939106571847,-0.1349052854357824,-0.04108011644397363,-0.02694633628747798,-0.03931416365213262,-0.02694633628747798,-0.02694633628747798
2024-05-31,0.05057964472834686,0.1798173317093858,0.0611144158434536,0.03634867046286474,0.04342247252778038,0.03634867046286474,0.03634867046286474
2024-06-30,0.03528004425537823,0.08161568802793376,0.041705400566269424,0.01356472175181549,0.005863756121295138,0.01356472175181549,0.01356472175181549
2024-07-31,0.01210905711426813,0.023406458411434006,0.008134595288739452,0.02042183466672669,0.028169172094208172,0.02042183466672669,0.02042183466672669
2024-08-31,0.02336566387817607,0.008805420925810626,0.008727349963678232,-0.0008960988480605891,0.004717309437266415,-0.0008960988480605891,-0.0008960988480605891
2024-09-30,0.021004661564918203,0.13219953823708885,0.055724383186037986,0.06657984317047742,0.04727531111933451,0.06657984317047742,0.06657984317047742
2024-10-31,-0.008923666609180536,0.02443117024888728,0.002661960933198388,-0.016540417514783922,-0.011237268645697008,-0.016540417514783922,-0.016540417514783922
2024-11-30,0.0596335283449696,0.27831726336732926,0.07862174960828923,0.04346311589889642,0.031476767870675396,0.04346311589889642,0.04346311589889642
2024-12-31,-0.024060184703887377,-0.014880145061263051,-0.0016803165321431282,-0.0316737828103363,-0.024678466077129858,-0.0316737828103363,-0.0316737828103363
2025-01-31,0.026856516270723496,0.06208182312250092,0.0316356271378774,0.04220145055184941,0.04913210240780297,0.04220145055184941,0.04220145055184941
2025-02-28,-0.012694837033450312,-0.1225216826441717,-0.02265343034543144,0.017198735002135868,0.01545608669711369,0.017198735002135868,0.017198735002135868
2025-03-31,-0.05571919586383445,-0.0027855321729270298,-0.03819616516147318,-0.024996309596085186,-0.013238245837213735,-0.024996309596085186,-0.024996309596085186
2025-04-30,-0.008670229175496758,0.1079856831141025,0.008541422246244464,-0.0031573991054050453,-0.03447450124952488,-0.0031573991054050453,0.01041822606459163
2025-05-31,0.06284501787581465,-0.006691169744471792,0.06446686541544891,-0.007687436442352968,0.011501120555461652,-0.007687436442352968,-0.0018239698036209284
2025-06-30,0.051386182837998895,0.043527679300260136,0.07712038249429794,0.041749604065663345,0.02340959038048218,0.041749604065663345,0.041749604065663345
2025-07-31,0.023031505020404186,0.07213914247352748,0.03568169835575601,0.0011895082333722717,-0.0012519356246139424,0.0011895082333722717,0.0011895082333722717
2025-08-31,0.020519492148202145,-0.041009296175468,0.016950032624577914,0.02140201147555807,0.0338425353396528,0.02140201147555807,0.02140201147555807
2025-09-30,0.03562036952182912,0.08169612530225227,0.06545329163331787,0.053488980638989145,0.03695520792920781,0.053488980638989145,0.053488980638989145
2025-10-31,0.023837458474752493,0.053598897137953384,0.04284885743241807,0.028295791653016322,0.0308420157856366,0.028295791653016322,0.028295791653016322
2025-11-30,0.0019499283249213573,-0.117731486253947,-0.014815333599620669,-0.02046689183460839,-0.006077717399822069,-0.02046689183460839,-0.02046689183460839
2025-12-31,0.000797497311368911,0.04531276989685189,0.0011013832362649313,-0.0017245594377255148,-0.0023863687827665792,-0.0017245594377255148,-0.0017245594377255148
